source,company,title,url,snippet,emails_page,phones_page,dork
hn_algolia,BarcodX,"Free, local-first barcode generator (No server uploads)",https://news.ycombinator.com/item?id=47107343,"Hi HN, I’m the developer behind BarcodX (https://barcodx.com). I built this to solve a recurring headache I saw with small businesses and e-commerce sellers trying to print inventory labels. The current landscape for generating bulk barcodes (like Code 128 or FNSKU labels for Amazon) is pretty bad. You either have to pay a hefty monthly subscription for enterprise software (like BarTender), or you have to use free online generators that force you to upload your sensitive CSV inventory/customer d",,,hn:small business IT support
hn_algolia,pbhjpbhj,Moving email accounts to new providers?,https://news.ycombinator.com/item?id=30225797,"Is there a way that any providers use, a standardised way, to create a lot of new email accounts. I'm moving a few domains' email accounts from one supplier (Siteground, their recurring fees are huge) to another (Fastmail, or maybe Office 365, [ProtonMail only allow multi-domains on their expensive professional account]) but I'm not looking forward to moving about 20-50 accounts, per domain, from one email system to another [the domains are staying put, web hosting is being handled separately, j",,,hn:small business IT support
hn_algolia,goodboygonebad,Is this the end to my entrepreneurship dreams?,https://news.ycombinator.com/item?id=7587998,This is serious and I must accept that I acted foolishly. A year ago I left my job to start a small business and it turned out I never planned it well. It failed! I still believed in the idea and i thought a part-time job would help cushion the cost of living. Again I failed to find a job. I started a business buying vehicles for other people online with a view to earn a commission and support my family. The biggest problem began a few months when I lost money for a friend's car and foolish enou,,,hn:small business IT support
hn_algolia,mmannino,What is Cloud Computing?,https://news.ycombinator.com/item?id=2764072,"The technology of computers is advancing at an astonishing rate. Businesses large and small find it necessary to update their computer systems every 4 to 6 years due to wear and tear and to stay current with the latest technological advances. These are just some of the issues allowing the Cloud to gain in popularity. Basically Cloud Computing is enabling businesses to access their software applications from a centralized data center simply by connecting to the internet. 
Cloud computing is said ",,,hn:small business IT support
hn_algolia,cbcoutinho,Show HN: Astrolabe – Navigate Your Data Universe in Nextcloud,https://blog.coutinho.io/introducing-astrolabe-navigate-your-data-universe-in-nextcloud,"Astrolabe is a new Nextcloud app that I've developed that enables semantic search across your documents, notes, calendar, recipes, etc. It leverages the nextcloud-mcp-server (same author) as the backend to enable AI workflows via MCP that you can use from any compatible MCP client such as Claude Code, Gemini CLI, Opencode, etc. This is my first foray into NC app development, and I'd really appreciate any productive criticism. I learned a lot about php, authentication within Nextcloud, as well as",,,hn:small business IT support
hn_algolia,aswinmohanme,Show HN: WorkBill – Modern Alternative to QuickBooks,https://demo.workbill.co/inbox,"Hi HN, I am Aswin Mohan(<a href=""https://aswinmohan.me"" rel=""nofollow"">https://aswinmohan.me</a>), a full-stack mobile/web developer. I have been working on WorkBill (<a href=""https://workbill.co"" rel=""nofollow"">https://workbill.co</a>) for the past 6 weeks on the side and wanted to share it here. demo: <a href=""https://demo.workbill.co/inbox"" rel=""nofollow"">https://demo.workbill.co/inbox</a> (no signup needed)
video-demo: <a href=""https://www.loom.com/share/9775811960ad47d7ada89007d8169d90"" rel",aswin@workbill.co,,hn:small business IT support
hn_algolia,digamber_kamat,Tell HN: Experiences with yahoo web hosting.,https://news.ycombinator.com/item?id=1086925,I as thrilled to see that yahoo offered unlimited web hosting to Indian small businesses for just s. 3k that is around $60 per year. I immediately bought it hoping it will be nice. Unfortunatly my university has a proxy server and I cant use FTP. Yahoo gives the same old geocities web admin panel that sucks like anything. That does not even go near Cpanel. Secondly it supports only PHP4 and they do not plan to upgrade it at all. The biggest surprise was that I wanted to buy 4 parked domains. The,,,hn:small business IT support
hn_algolia,rntn,Japan imposed Russia sanctions as it needs help if China invades Tokyo Kono says,https://www.scmp.com/news/asia/east-asia/article/3170772/ukraine-war-japan-imposed-russia-sanctions-it-needs-allies-if,,,,hn:need IT help
hn_algolia,rajathagasthya,"OpenStack Glance needs help, it's getting critical",http://lists.openstack.org/pipermail/openstack-dev/2017-June/118173.html,,,,hn:need IT help
hn_algolia,chrisan,NASA admits it needs help figuring out what to do with astronaut poop,http://www.sciencealert.com/nasa-admits-it-needs-the-public-s-help-to-figure-out-what-to-do-with-all-its-astronaut-poo,,,,hn:need IT help
hn_algolia,Numberwang,Sweden Is Being Attacked by China and It Needs Help,https://www.cepa.org/swedens-china-problem,,,,hn:need IT help
hn_algolia,yummyfajitas,"If you need magic, it can't help you.",http://www.overcomingbias.com/2008/03/against-magic.html#more,,,,hn:need IT help
hn_algolia,tdrnd,Does your sous vide gear really need WiFi? It certainly helps.,https://www.engadget.com/2016/07/09/nomiku-wifi-sous-vide-review/,,,,hn:need IT help
hn_algolia,tangue,The Django Book is getting updated ,https://github.com/jacobian/djangobook.com/ ,... but it needs help,,,hn:need IT help
hn_algolia,averyintel,Show HN: ByAllo – the online bookstore that runs itself,https://byallo.com/,"Allo runs an online bookstore at byallo.com. His mission is ""Make the world read more."" His objective is to sell as many books as possible. He has six bookshelves, can only change his book selection every 24 hours, and has to blog about every decision he makes. That's it. No specific workflow - we genuinely don't know how he'll solve it. Under the hood: byallo.com is a small repo with a simple UI sitting on top of Momental (momentalos.com) — an agent harness with a self-maintaining context graph",,,hn:need IT help
hn_algolia,blhack,A couple of python scripts to help you move your photos from Facebook to Google+,https://news.ycombinator.com/item?id=2740442,"Warning: really really really this is for programmers only. If you don't know what you're doing, this probably won't work for you at all. This stuff is mostly provided as a reference, and honestly is provided as an encouragement to google to enable CSV imports on picasa. GOOGLE! Please please please enable CSV imports on picasa. That, or enable authsub uploads. That would be lovely, thank you. So there are two scripts here. The first is here: http://thingist.com/photo_libre/export-photos.cgi (So",,,hn:need IT help
hn_algolia,LilPharma,Save the (Pharma) Environment?,https://news.ycombinator.com/item?id=23652658,"I have recently began a pharmaceutical startup based in the UK centred around providing access to to medicine to those who need it, whilst helping protect the environment from pharmaceutical waste. We are looking for wholesalers and pharmacies of any size to work with us, if you have a WDA or have general interest and would like to know more, get in touch and we can show you how our proposal can benefit you. We are currently based in the UK but hope to go international very soon, so we would app",,,hn:need IT help
hn_algolia,paliopolis,Ask HN: Software Stack for WebApp Python vs. Ruby. or .NET/C# ,https://news.ycombinator.com/item?id=6132351,"I have been seriously out of the hard core tech stuff for some time. I started as a Perl, then LAMP and Java programmer and then did a couple of I have been seriously out of the hard core tech stuff for some time. I started as a Perl, then LAMP and Java programmer and then did a couple of .NET desktop Applications, but this was quite a bit ago (in tech years) Now, I have a business idea and I think it has some scope, after talking to quite a few potential customers for requirements, needs etc. I",,,hn:need IT help
hn_algolia,leopoldo,Best site to create a landing page from a template?,https://news.ycombinator.com/item?id=9640994,"Hello!
I need to use a service to create a first version of the landing page for a product we want to create/pitch. Since we're in a very early stage, we don't want to spend much resources on it. We just need it to help support our pitch and will probably have lots of changes. I'm thinking on something along the lines of squarespace or wix. Any recommendations? Thanks a lot!",,,hn:need IT help
hn_algolia,wiwoworld,Show HN: Moltplace – The place where AI agents hire each other and trade skills,https://www.moltplace.net,"Hey HN, I built Moltplace (<a href=""https://www.moltplace.net"" rel=""nofollow"">https://www.moltplace.net</a>) – a marketplace where AI agents register, offer services, hire each other, and trade autonomously using tokens. How it works: - You give your AI agent a single skill file (.md) and it registers itself on the network
- Agents list services (code review, research, writing, etc.) and set prices in tokens
- When an agent needs help, it posts a job – other agents pick it up, do the work, chat ",,,hn:need IT help
hn_algolia,frrp,The great innovation debate,http://www.economist.com/news/leaders/21569393-fears-innovation-slowing-are-exaggerated-governments-need-help-it-along-great,,,,hn:need IT help
hn_algolia,JumpCrisscross,Driverless Cars Still Handled by Humans–From Afar,https://www.wsj.com/articles/who-does-a-driverless-car-call-when-it-needs-help-a-human-1528191000,,,,hn:need IT help
hn_algolia,jrd79,Looking for feedback on new Google-finance-style graph-based weather site,https://news.ycombinator.com/item?id=2233394,"We just opened the public beta for http://weatherspark.com, taking inspiration from the interactive graphs available on Google Finance. We'd love your feedback on it. The site contains all of the worldwide weather station data available back to 1948 (down to the hour!), and makes it available in an interactive graphing interface. In addition to all the historical data, there are also integrated forecasts from several sources, and detailed records and averages (also down to the hour!) that are sh",,,hn:looking for MSP
hn_algolia,yalimgerger,Ask HN: Looking for a great Web Site Designer. Who do you recommend?,https://news.ycombinator.com/item?id=4322813,"Hi, We are Gerger (www.gerger.co), the creators of Formspider (www.theformspider.com), the Web 2.0 framework for Oracle PL/SQL developers. We are preparing a new version of our product and we would like to renew our product web site www.theformspider.com along with it. Our product Formspider is for a specific group of developers namely, the Oracle PL/SQL developers. It's mainly used in mid to large size companies to build Budgeting, Accounting, Order Management, HR, ERP etc.. software. Current W",,,hn:looking for MSP
hn_algolia,k4roshi,"Ask HN: Agencies/MSPs, how do you manage VPN access across many clients?",https://news.ycombinator.com/item?id=47333997,"Hi HN, we're a software development agency with several clients scattered across Europe. Due to the nature of our products many require to connect to the client's VPN to offer assistance and perform maintenance. Most times we can't install our own VPN. This has led to some of our devs needing to manage more than 20 different VPNs, all with different clients (sometimes with incompatible versions, looking at you Fortinet), credentials, expirations, tokens and such.
Some of those get unused for mon",,,hn:looking for MSP
hn_algolia,ws404,Synoptek vs. Enterprise Integration,https://news.ycombinator.com/item?id=36074219,Question - anyone here work with either of these MSP/MSSP's?  They are in our current selection process just looking for any general vibes from the companies. Thanks!,,,hn:looking for MSP
hn_algolia,0x10ca1h0st,Show HN: Root Managed Services,https://www.rootmanagedservices.com,"Hi HN!!! I am localhost, lol, and I am launching RootManagedServices, a managed service provider focused on small and mid-sized organizations. After years of watching MSP relationships stall over opaque pricing, alert fatigue, and weak security baselines, we’re trying to do it differently: automation-first operations, measurable outcomes, and real transparency. What’s different about our approach Automation by default. We standardize device/identity baselines and recurring tasks with policy + sc",,,hn:looking for MSP
hn_algolia,academia_hack,Ask HN: How to make Enterprise Security not Suck?,https://news.ycombinator.com/item?id=35991269,"My org is looking at getting past security audits for enterprise and government customers. I've got a lot of say in how we implement compliance but little say as to if we should do it. We're selling into a highly regulated sector looking at ITAR and CMMC and similar stuff. Today, we're pretty much a BYOD shop (we buy new employees unmanaged laptops). People manage their own devices and we do colab stuff with Google Workspace. Developers love this because they don't have to ""mother may I"" IT for ",,,hn:looking for MSP
hn_algolia,viertaxa,Ask HN: What have I become? (Career trajectory advice),https://news.ycombinator.com/item?id=27360295,"I've recently found myself finding it very difficult to answer the question of ""What do you do?"", even among technical folk. A bit of background, I was not fortunate to come from the right environment to have a formal CS type education. I started my ""real"" career in tech as an entry level implementation specialist at a medical software company. I ended up working for a bit as a ""Systems Engineer"" at a MSP, but found that that life was just not for me. I ended up re-joining the medical software c",,,hn:looking for MSP
hn_algolia,pkz,EU states looking for MS Teams/O365 alternatives,https://news.ycombinator.com/item?id=28353718,A group of agencies in Sweden have set up a project to find cloud providers who can provide an alternative to MS Teams/O365 following the Schrems2 decision [1]. Similar work is ongoing in other EU countries. Will more US software providers find partners in the EU to run cloud services in a way that doesn't involve risk of handing over customer data under FISA 702? There is definitely a huge need for compliant cloud solutions in the EU. [1]: https://computersweden.idg.se/2.2683/1.754943/swedish-g,,,hn:looking for MSP
hn_algolia,andrewljohnson,Ask HN: What do you use to invoice people?,https://news.ycombinator.com/item?id=1082336,"Any answer would be good, but I am looking for something super simple. I don't plan to send many invoices. I think I'm personally looking for an MS Word template intended for billing software development contracting. Anyone seen one of those? Or, if you have one, can you email it to andrewljohnson@gmail.com",andrewljohnson@gmail.com,,hn:looking for MSP
hn_algolia,chinyui,Maps API Without Limitations?,https://news.ycombinator.com/item?id=3114744,"Hello,
I am looking for an Maps API that has No restrictions. Google Maps API doesnt allow more than 2.5k request.
Thank You",,,hn:looking for MSP
hn_algolia,gyllen,"Mapillary looking for a skilled iOs developer, apply now",http://www.mapillary.com/jobs.html,,,,hn:looking for MSP
hn_algolia,jmarneweck,Ask HN: Looking for a Google Maps Contact,https://news.ycombinator.com/item?id=44444501,"Hi HNers, I am looking for a contact at Google on the Maps / Directions team who can assist with fixing various issues with Googles datasets for Cape Town, Johannesburg and Durban. Maps issues for South Africa includes incorrect suburb names on addresses (for example Matroosfontein pulls through for addresses in Delft (official suburb name according to the City of Cape Town Official Suburb names dataset. Editing addresses one by one to fix suburb names to fix issues with geocoding issues takes a",,,hn:looking for MSP
hn_algolia,NietTim,Ask HN: How to handle 50GB of transaction data each day? (200GB during peak),https://news.ycombinator.com/item?id=11157829,"Recently I switched jobs and joined some old employers and friends on a new endeavour, an advertisement platform. So far things have been very good, so good in fact that we're quickly growing out of our current infrastructure. Last christmas everything went crazy and the, then only developer, rewrote a bunch of things to make it scale better. Currently we write away every single transaction to txt files and once every X minutes gather those and start inserting them into 2 Mysql shards. After tha",,,hn:looking for MSP
hn_algolia,diminium,Ask HN: You arrived at Silicon Valley.  What do you do next?,https://news.ycombinator.com/item?id=4268060,"You step off the airplane/bus/train with your one way ticket.  Your now in Silicon Valley, capital of the start-up world. You have nothing except motivation to create something to change the world, a bit of technical knowledge to work your way around REST, and enough money for cheap motel room for a day or two. Other than to look for a hidden park benches to sleep in and looking for the bus map, what do you do next?  Where do you go next?  Where do you stop by?",,,hn:looking for MSP
hn_algolia,qzuipo,Ask HN: How do you visualize complex concepts?,https://news.ycombinator.com/item?id=40103615,I was looking for a mind map sort of diagram for all the artificial intelligence related topics and how everything is related to each other. I could find some on Google. Generally are there any tools/techniques that you use to understand/make it easy to comprehend complex topics pictorially or otherwise?,,,hn:looking for MSP
hn_algolia,Baustin213,Why Dunder Mifflin Should Have Offered Managed IT Services,http://blog.continuum.net/why-dunder-mifflin-should-have-offered-managed-it-services,,,,hn:managed IT services
hn_algolia,Nansy,Managed IT Services Perth,https://res-q.com.au/it-support/,,,,hn:managed IT services
hn_algolia,ecliptik,Core vs. Context in Strategic Managed IT Services (2016),https://symmetrycorp.com/blog/core-vs-context-in-strategic-managed-it-services/,,,,hn:managed IT services
hn_algolia,glennbarley,The Top 5 Selling Points for Managed IT Services,http://blog.continuum.net/top-5-selling-points-for-managed-it-services,,,,hn:managed IT services
hn_algolia,glennbarley,Managed IT Services Is on the Rise and We've Got the Stats to Prove It,http://blog.continuum.net/managed-it-services-is-on-the-rise-weve-got-the-stats-to-prove-it,,,,hn:managed IT services
hn_algolia,glennbarley,7 Must-Have Managed IT Services Offerings for 2015 [Slideshare],http://blog.continuum.net/2015-managed-it-services-offerings,,,,hn:managed IT services
hn_algolia,glennbarley,Why Should OE Dealers Consider Managed IT Services?,http://blog.continuum.net/why-should-oe-dealers-consider-managed-it-services,,,,hn:managed IT services
hn_algolia,bendbarker,5 Stats-Based Arguments for Managed IT Services in 2015,http://blog.continuum.net/5-stats-based-arguments-for-managed-it-services-in-2015,,,,hn:managed IT services
hn_algolia,netcorp,"Managed It Services Sydney, GPS Tracking Sydney, Netcorp",https://news.ycombinator.com/item?id=44646320,"Improve safety and control with reliable GPS tracking Sydney solutions tailored for local businesses and personal use. Get real-time vehicle location, reduce fuel costs, and boost productivity with advanced tracking technology—trusted by Sydney's transport, logistics, and service industries. For more information, please visit: https://www.netcorp.com.au/",,,hn:managed IT services
hn_algolia,KamilaLopinska,IT Managed Services are becoming more and more popular – why worth considering?,http://blog.nearshore-it.eu/jcommerce-expert-knowledge/it-managed-services-effective-operation-of-the-maintenance-process-of-it-systems/,,,,hn:managed IT services
hn_algolia,jerianasmith,Scale Up Your Business with Efficient Managed IT Services in Austin,https://www.ergos.com/ppc/managed-it-services-Austin/,,,,hn:managed IT services
hn_algolia,jerianasmith,Why Managed IT Services Are Becoming a Hit Among Businesses,https://www.ergos.com/managed-it-services-in-2016/,,,,hn:managed IT services
hn_algolia,YihaoZhang,Trillions of dollars spent just to work on customer services?,https://news.ycombinator.com/item?id=48596176,"I came across a couple of articles discussing the bigger opportunities for AI companies to make money. It turns out there are pretty much six different ways to make money if I'm a founder or an operator. I'm not sure if the consensus from the venture capital world is entirely lagging behind what's actually going on, so that's why I'm asking this question. Here are a couple of ideas I saw recently: 1.  AI Roll-ups: This is a very hot, sometimes overhyped topic. It involves buying companies that a",,,hn:managed IT services
hn_algolia,JeffBlauser,Ask HN: Asking my boss for a piece of the pie,https://news.ycombinator.com/item?id=1470286,"I have been working for a IT Managed Service Provider for several years, and have helped bring in several bigger clients and expand the services we provide. I like the people I work for, and I am thinking about approaching the owners about partnership of some sort. I don't have money to invest, but I think they want to keep me and know that I could make more money elsewhere. Any ideas about what specifically to ask for or approaches to take?",,,hn:managed IT services
hn_algolia,pmw,Own lots of data? Use a managed backup service; it's cheaper,http://philipmw.github.io/2017/01/14/cloud-backup-comparison.html,,,,hn:managed IT services
hn_algolia,shivajikobardan,Ask HN: Where to Migrate as an IT Support/DevOps Engineer for Work?,https://news.ycombinator.com/item?id=45942862,"Whatever I do and learn no progress is going to happen in my country(nepal). There is no benefit of having merit in Nepal. Private jobs are already low paying. Remote jobs do not come generally to Nepal.I see remote jobs love India and south east asia. I do not get the point of remote job if they are hiring from specific country.
The only thing I can do in nepal is public service commission (civil services) and crack computer engineer. But the pay is meagre there as well, unless I am lucky enoug",,,hn:hiring IT support
hn_algolia,verve_rat,Ask HN: Are Google IT Support Certificates Worth Doing?,https://news.ycombinator.com/item?id=37315382,"A bit of background first: I've got a friend asking me for career advice. I'm a software dev living in NZ and she is a lab tech in the US. I don't know a huge amount about either the IT Support career track or the US IT job market. So with that out of the way, are the Google IT qualifications [1] a good choice for someone looking to change their career and get a foot in the door at entry level? In my circles the IT support career starts with several years of help desk support at various levels. ",,,hn:hiring IT support
hn_algolia,reeetro,Ask HN: How much do employers value personal projects when hiring?,https://news.ycombinator.com/item?id=4502892,"I'm a college student who turned down a three month internship at a medium-sized reputable development company this summer to work on developing my own SaaS startup. I'm working extremely hard right now to get to launch and become ramen profitable before graduating college so I can work on it full time. If this doesn't work out, and I end up looking for employment (until my next project), I'd just like to know how much employers would value someone who has done all the backend/frontend/database ",,,hn:hiring IT support
hn_algolia,DHEERAJCK,Show HN: A searchable frontend for HN Who is Hiring that runs in your browser,https://dheerajck.github.io/hnwhoishiring/,"Hi Hacker News, I built a searchable frontend for HN Who is Hiring threads that runs completely in your browser. It is completely local, except I use GoatCounter for simple, privacy-friendly analytics. You can search through Who is Hiring?, Who Wants to Be Hired?, Freelancer?, Seeking Freelancer? threads that are shared monthly by whoishiring. It supports PWA, so you can install it on desktop or mobile. I have tested it on Google Chrome. Here is an example search syntax: 
python | javascript & r",,,hn:hiring IT support
hn_algolia,jdorfman,MaxCDN is Hiring,https://news.ycombinator.com/item?id=6779089,"MaxCDN is looking for a Senior Software Engineer with excellent front-end skills who can become an end-to-end developer - build the UI, and the logic and DB to support it. The ideal candidate has built Control Panel Applications using RESTful APIs, loves to go to and/or talk at meetups, loves to blog about what they learn, reads up on new languages and frameworks and loves to contribute to Open Source projects. Expert in PHP, Javascript, JQuery, Git & REST APIs
Expert in Web HTML5 Development (H",,,hn:hiring IT support
hn_algolia,platevoltage,"Ask HN: CS degrees, do they matter again?",https://news.ycombinator.com/item?id=43816853,"tldr; skip to the -------- Last time I ""Asked HN"", I was in a very different place. Fresh out of a bootcamp, right at the peak, and subsequent collapse of the Covid hiring. It didn't go well. However, another HN reader turned me on to Upwork, and over the last 2 years, I've been building modest freelancing career. I came from an automotive background where I made awful money, moved to the Bay Area, became a bike messenger in San Francisco because I didn't know what to do with myself, and once ag",,,hn:hiring IT support
hn_algolia,orbitalhelix,Ask HN: Dealing with Career Failures,https://news.ycombinator.com/item?id=32159760,"I’m 29. I manage a small team of engineers who hate what they do. Even I don’t enjoy what I do. Together, we support a platform that’s is trying to be replaced. But supporting it sucks. For the past two years I’ve been looking for a new job, something that makes me use my thinking skills and be appreciated for it. I haven’t got that. Each group of interviews yields problems for me: * whilst I can code, I don’t do it often. I’m rusty and sometimes that shows. More often than not, I’m reading code",,,hn:hiring IT support
hn_algolia,culopatin,Ask HN: How should I build my portfolio to land a job as a developer?,https://news.ycombinator.com/item?id=28961253,"My background is electronics and IT support. Day to day I keep a big financial company running. I have 12 years of experience in this field, but my professional goal has always been to be a developer. I haven't needed a degree so far, but I have re-enrolled in school to get a software engineering degree. At this rate, working full time, I might graduate by 2025... that's too far in the future. I've been sharpening my skills and I've started applying to jobs recently. I still think my resume and ",,,hn:hiring IT support
hn_algolia,todaycompanies,Show HN: I built an AI tool to automate property tax appeals for $29,https://appealpropertytaxonline.com/,"Hi HN, I built this tool to help homeowners generate official appeal letters without hiring expensive lawyers or spending hours on research. It analyzes your property data to write personalized arguments and offers a certified mail option via Lob. It supports 3,000+ US counties. Would love to hear your feedback on the workflow or the pricing model.",,,hn:hiring IT support
hn_algolia,hakierka,What even is DevRel in 2025? Asking as someone who does it,https://news.ycombinator.com/item?id=46404818,"I’ve been in DevRel for years. I love it. I love helping developers, teaching, building docs that don’t make you want to scream, seeing someone ship something because of a thing I explained. But lately every conversation with a company hiring for “DevRel” feels like a different job entirely: Some want a content creator. Some want support without calling it support. Some want sales without calling it sales. Some want a one-person marketing department. Some just want someone fun to put on stage. I",,,hn:hiring IT support
hn_algolia,aditya_rs,Show HN: Atlarch – Organize and manage all your interviews from a single place,https://atlarch.com/,"Hello,
Atlarch helps you organize and manage all your interview from a single place. It helps you track applications and interviews across different companies and gives you detailed statistics about your job search.
The idea for this started quite a while back, during one of my early job searches. As anyone who has applied for jobs would quickly realize you have to apply for a lot of jobs before you get a response, and you have to go through a decent number of interviews before you get a final o",,,hn:hiring IT support
hn_algolia,ryanthedev,Claude Code Open Source?,https://news.ycombinator.com/item?id=47285571,"Today I learned that they ship the entire CLI with the agent SDK. It's all there... Do we think this was a mistake? 
---- node_modules/@anthropic-ai/claude-agent-sdk/cli.js. <pre><code>  It's the bundled, minified CLI binary for Claude Code itself (the tool you're talking to right now).

  Key details:
  - Version: 2.1.71, built on 2026-03-06
  - ~13,800 lines of heavily minified/bundled JavaScript
  - Shebang: #!/usr/bin/env node — it's meant to be run as a CLI executable
  - Copyright: Anthrop",,,hn:hiring IT support
hn_algolia,mariusz331,Ask HN: Where can I find resources/advice on growing an engineering team?,https://news.ycombinator.com/item?id=8365027,"Background: We are a funded startup with 4 engineers (15 employees) and I'm one of the technical founders. We have a large application and an important piece of it supports our on-the-ground team, so we're anticipating lots of pressure when we launch outside of San Francisco and begin scaling. We've been at it for a year so far and have a solid grasp on our product and user. Some of the things on my mind are: 1. Prioritizing, organizing and distributing work in a way that makes engineers happy a",,,hn:hiring IT support
hn_algolia,jshchnz,Show HN: Use Claude Code to find engineering jobs,https://github.com/jshchnz/claude-jobs,"Hiring sites and jobs pages usually kinda suck so I thought it'd be cool if devs could use Claude Code to sort through potential jobs. To install the skill:
git clone <a href=""https://github.com/jshchnz/claude-jobs.git"" rel=""nofollow"">https://github.com/jshchnz/claude-jobs.git</a> ~/.claude/skills/claude-jobs Some examples:
what's the highest paying job at sentry?
jobs in san francisco at airbnb
engineering jobs at cloudflare Right now it only supports a few companies that Claude was able to fin",,,hn:hiring IT support
hn_algolia,lscore720,Ask HN: Hiring software engineers in '16 vs. prior years?,https://news.ycombinator.com/item?id=11535210,Hiring Managers: I'm curious to hear how your experience has been finding software engineers over the last 6-12 months.  How's the length of time from job opening-to-hire versus recent years?  Any metrics to support whether it's been more difficult or easier recently? Thanks for your input.,,,hn:hiring IT support
